index,CustomerID,Recency,Frequency,Monetary,AvgUnitPrice,DistinctProducts,TotalItems,AvgBasketValue,ReturnFrequency,ReturnRate,cluster,umap_x,umap_y
26,12377,315,2,1628.12,2.718831168831169,72,944,814.06,0.0,0.0,-1,2.1677182,4.1401677
27,12378,130,1,4008.62,2.9974429223744297,219,2529,4008.62,0.0,0.0,-1,4.2180066,5.918275
28,12379,82,2,852.24,2.86625,39,407,426.12,1.0,0.3333333333333333,1,11.565868,5.323129
29,12380,22,4,2724.81,3.378653846153846,77,1127,681.2025,1.0,0.2,1,10.586027,6.9294143
30,12381,5,5,1845.31,4.683218390804598,70,808,369.062,1.0,0.16666666666666666,1,9.445191,6.074416
31,12383,185,5,1850.56,3.086969696969697,84,1532,370.11199999999997,1.0,0.16666666666666666,-1,10.139212,6.2835436
32,12384,29,2,585.27,7.87925925925926,26,126,292.635,1.0,0.3333333333333333,-1,11.75166,3.7749655
33,12386,338,2,401.9,2.391,10,354,200.95,0.0,0.0,-1,0.26316935,3.7114375
34,12388,16,6,2780.66,2.7777,57,1462,463.4433333333333,0.0,0.0,1,5.25631,8.056927
35,12390,80,1,549.84,3.996875,32,353,549.84,0.0,0.0,1,2.2739372,5.554603
36,12391,22,1,460.89,2.4599,92,300,460.89,0.0,0.0,1,-2.1379857,8.283241
37,12393,72,4,1582.6000000000001,2.2796875,47,816,395.65000000000003,0.0,0.0,1,3.9546332,7.943582
38,12394,64,2,1272.48,3.3707407407407404,26,819,636.24,0.0,0.0,1,4.150427,7.2749157
39,12395,19,12,3018.63,3.9688461538461537,91,2118,251.5525,3.0,0.2,1,8.9114,6.9290566
40,12397,36,2,2409.9,3.4682539682539684,110,1263,1204.95,0.0,0.0,1,5.0139847,6.819793
41,12398,46,1,1635.6599999999999,1.992705882352941,85,1394,1635.6599999999999,0.0,0.0,-1,3.9946158,5.8996983
42,12399,119,4,1108.65,2.1145762711864404,47,1178,277.1625,0.0,0.0,1,3.580627,8.400134
43,12401,303,1,84.3,9.68,5,11,84.3,0.0,0.0,-1,0.58435464,1.3650217
44,12402,323,1,225.6,3.290909090909091,11,94,225.6,0.0,0.0,1,-0.32979414,2.8443644
45,12403,50,1,427.7,7.080000000000001,5,96,427.7,1.0,0.5,-1,12.292515,3.71948
46,12405,149,1,1710.39,3.5442592592592597,54,857,1710.39,0.0,0.0,-1,3.4356437,5.4399114
47,12406,22,2,3415.3,2.487047619047619,92,1818,1707.65,1.0,0.3333333333333333,-1,11.38331,7.477146
48,12407,50,5,1708.1200000000001,3.2674025974025973,57,1416,341.624,0.0,0.0,1,5.1656933,7.9359655
49,12408,33,5,2888.55,3.0228571428571427,81,1409,577.71,4.0,0.4444444444444444,1,11.507289,6.7535734
50,12409,79,3,11072.67,3.574495412844037,91,5551,3690.89,4.0,0.5714285714285714,-1,11.640173,7.314168
51,12410,309,2,693.3299999999999,6.335384615384616,26,211,346.66499999999996,1.0,0.3333333333333333,-1,12.051249,3.0820715
52,12412,75,3,1226.88,2.7137704918032783,43,829,408.96000000000004,0.0,0.0,1,3.8356519,7.6822934
53,12413,67,3,758.1,4.798421052631579,29,286,252.70000000000002,2.0,0.4,1,11.878196,4.3218703
54,12414,217,3,562.41,8.57,16,300,187.47,0.0,0.0,-1,1.6160935,2.7120264
55,12415,24,21,124914.53,2.9370868347338934,444,77374,5948.310952380953,5.0,0.19230769230769232,-1,10.181353,9.549206
56,12417,3,9,3649.1,5.337916666666666,158,1552,405.4555555555555,3.0,0.25,-1,9.664077,6.6835437
57,12418,113,1,668.58,3.5644117647058824,34,407,668.58,0.0,0.0,1,2.615528,5.413033
58,12420,64,1,600.39,4.707241379310345,29,345,600.39,0.0,0.0,1,2.2836633,5.7475557
59,12421,16,4,807.04,4.520222222222222,32,484,201.76,1.0,0.2,1,10.259932,4.2136073
60,12422,96,3,803.5600000000001,3.26025641025641,39,370,267.85333333333335,0.0,0.0,1,2.383857,7.916116
61,12423,1,8,1859.31,2.9135999999999997,97,1339,232.41375,1.0,0.1111111111111111,1,9.03275,6.7963943
62,12424,163,2,1760.96,2.780666666666667,30,740,880.48,0.0,0.0,-1,3.6261687,6.1239815
63,12425,78,1,777.2,2.5644444444444443,36,496,777.2,0.0,0.0,1,3.0430427,5.443047
64,12426,195,1,582.73,3.9363333333333332,30,258,582.73,0.0,0.0,1,1.6062438,3.87828
65,12427,22,3,825.8,4.589032258064516,26,533,275.26666666666665,2.0,0.4,1,11.952929,4.55542
66,12428,26,9,7956.46,4.627414965986395,258,3536,884.0511111111111,3.0,0.25,-1,10.357831,8.442315
67,12429,9,4,3750.4,3.6307216494845362,82,1557,937.6,0.0,0.0,1,5.100385,6.908695
68,12430,43,1,256.4,6.225454545454546,11,117,256.4,0.0,0.0,1,0.6575745,6.038182
69,12431,36,15,6487.45,3.785063829787234,163,2906,432.49666666666667,3.0,0.16666666666666666,1,9.43648,8.277368
70,12432,43,5,5059.32,10.550833333333333,107,1801,1011.8639999999999,0.0,0.0,-1,5.6365294,6.8919897
71,12433,1,7,13375.87,2.1927380952380955,219,11071,1910.8385714285716,0.0,0.0,-1,10.364333,8.774691
72,12434,85,2,806.14,3.6726,46,394,403.07,2.0,0.5,1,12.864015,4.2379603
73,12435,80,2,7829.89,5.479166666666667,31,2055,3914.945,0.0,0.0,-1,4.252789,5.91677
74,12436,100,1,509.01,5.2675,16,211,509.01,0.0,0.0,1,1.4162871,5.8935657
75,12437,2,18,4951.41,4.0125628140703515,118,2922,275.0783333333333,1.0,0.05263157894736842,-1,8.696532,7.7453585
76,12438,14,2,2906.85,3.894897959183673,84,1180,1453.425,0.0,0.0,-1,4.988348,6.810412
77,12441,367,1,173.55,3.700909090909091,11,121,173.55,0.0,0.0,1,-0.44383726,2.6611907
78,12442,3,1,172.06,3.34,12,182,172.06,0.0,0.0,1,-1.5866631,6.204894
79,12444,21,5,5005.46,6.3586931818181816,138,1153,1001.092,0.0,0.0,-1,5.5762067,6.961103
80,12445,22,1,133.4,7.9875,4,62,133.4,0.0,0.0,-1,0.13418494,5.9067826
81,12446,58,1,1002.3100000000001,4.352631578947368,57,351,1002.3100000000001,0.0,0.0,1,2.795507,5.7143354
82,12447,243,1,476.49,3.5742307692307693,26,190,476.49,0.0,0.0,1,1.3279196,3.7416828
83,12448,44,1,449.45,5.951818181818182,22,243,449.45,0.0,0.0,1,1.4244776,5.9735465
84,12449,22,4,4067.29,3.694712041884817,118,1553,1016.8225,0.0,0.0,1,5.1359587,6.882814
85,12450,156,2,197.88,1.6175,7,128,98.94,0.0,0.0,1,-2.0300732,4.5332103
86,12451,11,5,9035.52,2.450084745762712,265,6575,1807.104,1.0,0.16666666666666666,-1,10.832211,8.236976
87,12452,17,2,430.57,4.485,21,185,215.285,1.0,0.3333333333333333,1,11.539881,4.066707
88,12453,134,1,707.09,2.393255813953488,43,473,707.09,0.0,0.0,1,3.1003218,5.343964
89,12454,56,1,3528.34,7.282,15,1006,3528.34,1.0,0.5,-1,12.609797,4.200879
90,12455,73,6,2466.86,3.173333333333334,85,2089,411.1433333333334,0.0,0.0,1,5.595388,7.587977
91,12456,44,3,3181.04,3.62456,105,1633,1060.3466666666666,1.0,0.25,1,11.087396,7.1902423
92,12457,66,7,2363.23,5.357096774193548,53,843,337.6042857142857,5.0,0.4166666666666667,-1,10.042983,6.561964
93,12458,71,2,947.4,4.326315789473685,35,506,473.7,0.0,0.0,1,2.8371499,6.9453216
94,12461,94,2,826.88,4.258857142857143,35,287,413.44,0.0,0.0,1,2.4283166,6.9210043
95,12462,19,2,1189.59,4.689516129032258,51,536,594.795,2.0,0.5,-1,12.66409,4.4929447
96,12463,53,4,1344.78,3.0434939759036146,65,776,336.195,3.0,0.42857142857142855,1,11.789556,5.8622766
97,12464,10,8,1212.05,11.832758620689654,6,112,151.50625,0.0,0.0,-1,0.98621166,6.2245297
98,12465,17,2,742.1899999999999,2.76,46,479,371.09499999999997,1.0,0.3333333333333333,1,11.475514,5.109339
99,12468,188,2,729.5400000000001,3.5149999999999997,36,366,364.77000000000004,1.0,0.3333333333333333,-1,11.283529,4.083964
100,12471,2,30,19824.05,4.300369565217392,150,8212,660.8016666666666,19.0,0.3877551020408163,-1,10.070889,8.86308
101,12472,32,7,6572.11,2.397669616519174,219,4148,938.8728571428571,6.0,0.46153846153846156,-1,11.199833,7.699383
102,12473,29,5,3938.5499999999997,8.323928571428572,140,2439,787.7099999999999,4.0,0.4444444444444444,-1,8.923971,6.0494475
103,12474,17,18,7375.79,2.8656603773584903,253,4847,409.7661111111111,12.0,0.4,-1,9.972878,8.353249
104,12475,54,1,723.38,2.941111111111111,36,535,723.38,0.0,0.0,1,2.8172522,5.4626474
105,12476,16,11,6816.42,4.831030042918456,177,2408,619.6745454545454,9.0,0.45,-1,10.714273,7.2585297
106,12477,23,6,13219.74,4.3832,191,3653,2203.29,3.0,0.3333333333333333,-1,11.074914,7.9066253
107,12478,4,1,680.99,4.537777777777778,36,236,680.99,0.0,0.0,1,2.4139156,5.7170568
108,12479,11,1,527.2,2.6687096774193546,31,385,527.2,2.0,0.6666666666666666,-1,13.222559,4.037579
109,12480,28,4,3281.63,3.1344155844155845,129,1707,820.4075,0.0,0.0,1,5.183683,6.9819136
110,12481,23,10,5596.32,3.4149769585253456,150,3304,559.632,1.0,0.09090909090909091,1,9.476158,8.194758
111,12483,17,8,2484.98,5.198133333333334,46,1110,310.6225,5.0,0.38461538461538464,-1,10.028966,6.5940695
112,12484,33,6,4541.72,3.126098265895954,256,2191,756.9533333333334,2.0,0.25,1,10.711969,7.9876547
113,12488,10,3,1298.66,3.7347272727272727,46,529,432.8866666666667,0.0,0.0,1,3.3302698,7.4961214
114,12489,336,1,334.93,5.908,15,105,334.93,0.0,0.0,1,1.088307,2.5078676
115,12490,5,10,5417.93,2.692857142857143,131,3064,541.793,0.0,0.0,1,6.153314,7.6828756
116,12491,39,1,460.40000000000003,3.376923076923077,25,260,460.40000000000003,0.0,0.0,1,-0.43231037,6.927725
117,12492,63,2,263.21000000000004,3.3475,19,192,131.60500000000002,0.0,0.0,1,0.78221625,8.303648
118,12493,166,2,433.74,4.309090909090909,20,207,216.87,1.0,0.3333333333333333,-1,11.287094,3.5245721
119,12494,16,7,1246.1000000000001,3.862207792207792,63,707,178.01428571428573,6.0,0.46153846153846156,-1,11.01925,4.962378
120,12497,82,1,1043.1,2.06,14,1236,1043.1,0.0,0.0,-1,3.7565877,5.6611204
121,12498,21,3,403.70000000000005,4.197826086956522,21,159,134.5666666666667,0.0,0.0,1,1.1153033,7.326617
122,12500,23,11,4257.82,5.63688524590164,34,2678,387.07454545454544,2.0,0.15384615384615385,-1,8.635059,6.7001595
123,12501,337,1,2169.39,2.4126845637583894,149,1783,2169.39,1.0,0.5,-1,12.722439,3.4446676
124,12502,96,5,3723.87,6.425238095238095,102,820,744.774,0.0,0.0,-1,5.5197477,6.9742336
125,12504,18,2,482.04999999999995,9.011111111111111,6,90,241.02499999999998,2.0,0.5,-1,12.097682,3.7458513
126,12506,233,1,73.5,3.1956521739130435,23,23,73.5,0.0,0.0,-1,-0.67513907,2.3632708
127,12507,134,3,1304.81,4.862857142857143,19,894,434.93666666666667,1.0,0.25,-1,10.968587,4.592283
128,12508,26,2,398.27,1.7204347826086959,57,272,199.135,0.0,0.0,1,1.5605695,9.822503
129,12509,284,1,176.5,5.564285714285715,7,55,176.5,0.0,0.0,1,0.2500365,2.0059416
130,12510,143,2,982.5699999999999,4.263333333333334,29,353,491.28499999999997,0.0,0.0,1,2.517142,6.3734756
131,12512,66,2,138.03,2.5794117647058825,31,99,69.015,0.0,0.0,-1,0.7379543,8.545216
132,12513,113,1,612.29,2.180571428571428,35,462,612.29,1.0,0.5,-1,13.440644,3.8286142
133,12514,267,1,1017.68,3.296862745098039,51,440,1017.68,0.0,0.0,-1,2.2109938,4.110924
134,12515,353,1,383.7,6.78125,16,131,383.7,0.0,0.0,-1,1.2208964,2.5273583
135,12516,78,2,1312.06,2.725769230769231,20,875,656.03,0.0,0.0,1,4.1102147,7.3873715
136,12517,28,5,2502.84,2.3527464788732395,232,1371,500.56800000000004,1.0,0.16666666666666666,1,9.998848,7.735087
137,12518,1,5,2056.89,2.837177419354839,84,1318,411.378,0.0,0.0,1,5.1687293,8.167629
138,12519,64,1,340.84,2.9911111111111115,17,183,340.84,0.0,0.0,1,-1.0484846,6.8651714
139,12520,79,5,2634.26,3.288421052631579,121,1439,526.8520000000001,1.0,0.16666666666666666,1,10.550595,6.8749895
140,12521,143,1,599.68,2.995789473684211,38,309,599.68,0.0,0.0,1,2.677531,5.2884316
141,12522,39,2,192.72,5.0008333333333335,11,194,96.36,0.0,0.0,-1,0.23752888,6.375215
142,12523,19,11,1789.77,4.935471698113207,84,865,162.70636363636365,2.0,0.15384615384615385,1,8.47585,6.717886
143,12524,9,8,4485.72,2.9170833333333333,113,3699,560.715,0.0,0.0,1,6.06077,7.638605
144,12526,1,3,1316.66,3.3538028169014087,64,632,438.8866666666667,0.0,0.0,1,4.0943837,7.5637274
145,12527,82,3,348.71000000000004,2.9294444444444445,18,234,116.23666666666668,0.0,0.0,1,0.59799504,8.397256
146,12528,9,6,1933.48,5.487934782608695,50,756,322.24666666666667,2.0,0.25,1,9.143522,6.1229787
147,12530,60,4,1662.28,3.8854545454545453,51,913,415.57,1.0,0.2,1,9.845278,5.863085
148,12531,15,1,125.22,3.8094117647058825,17,45,125.22,0.0,0.0,1,-1.6730088,5.85904
149,12532,30,1,349.83000000000004,3.698125,16,153,349.83000000000004,0.0,0.0,1,-0.4822237,6.809007
150,12534,131,1,1089.18,3.035396825396825,63,651,1089.18,0.0,0.0,-1,3.2706032,5.515512
151,12535,92,2,716.35,4.451470588235294,28,219,358.175,0.0,0.0,1,2.2076528,7.1099024
152,12536,43,3,12601.830000000002,34.75452107279693,260,2803,4200.610000000001,2.0,0.4,-1,8.556773,5.8495564
153,12538,29,1,363.95,3.6433333333333335,21,191,363.95,0.0,0.0,1,-0.53083897,6.8580203
154,12539,22,4,5568.35,4.176520146520147,157,2067,1392.0875,1.0,0.2,-1,10.991055,7.5268116
155,12540,20,17,13400.24,3.847050209205021,277,6685,788.2494117647059,2.0,0.10526315789473684,1,9.944643,8.91649
156,12541,30,3,981.18,3.615769230769231,46,680,327.06,0.0,0.0,1,3.3805206,7.705926
157,12544,36,1,372.7,4.106315789473685,19,136,372.7,1.0,0.5,1,12.881896,3.8266218
158,12545,75,2,1000.39,4.0238,42,523,500.195,0.0,0.0,1,2.9583194,7.0631413
159,12546,47,2,1161.5,3.199275362318841,59,633,580.75,1.0,0.3333333333333333,1,11.875739,5.68043
160,12547,198,2,207.79999999999998,7.95,7,134,103.89999999999999,0.0,0.0,-1,0.16861154,1.8904355
161,12548,166,1,95.19999999999999,6.720000000000001,5,49,95.19999999999999,0.0,0.0,-1,0.09520094,1.7268044
162,12550,79,1,964.83,3.0903508771929826,57,569,964.83,0.0,0.0,1,3.1453917,5.516506
163,12551,358,1,168.0,1.6800000000000002,10,100,168.0,0.0,0.0,1,-1.2548465,3.1950111
164,12552,39,2,437.82,9.1155,20,88,218.91,0.0,0.0,-1,0.7416397,6.1866565
165,12553,8,10,3692.28,3.1996335078534033,95,1965,369.228,4.0,0.2857142857142857,1,10.345457,7.4108224
166,12556,50,2,603.71,2.6623140495867768,100,358,301.855,0.0,0.0,1,2.8945549,9.082084
167,12557,16,5,11990.960000000001,2.1766666666666667,15,4384,2398.192,0.0,0.0,-1,4.407139,5.814
168,12558,8,1,269.96,1.25,11,196,269.96,1.0,0.5,-1,13.6530905,3.3418176
169,12559,311,2,561.71,3.5490476190476192,21,283,280.855,1.0,0.3333333333333333,-1,11.272848,3.359314
170,12560,5,3,2134.01,2.8562857142857143,91,1110,711.3366666666667,1.0,0.25,1,10.8744135,6.6866717
171,12561,303,1,238.85,2.964375,16,177,238.85,0.0,0.0,1,-0.045133945,3.338784
172,12562,8,7,3781.7400000000002,3.188214285714286,99,1779,540.2485714285715,0.0,0.0,1,5.8771553,7.585196
173,12564,261,1,456.9,5.576190476190476,21,133,456.9,0.0,0.0,1,1.4137487,3.0421624
174,12565,289,1,145.92,2.351111111111111,9,80,145.92,1.0,0.5,-1,12.736558,2.4785452
175,12566,86,1,351.65,3.903684210526316,19,265,351.65,1.0,0.5,1,12.929134,3.8476505
176,12567,23,10,9401.28,3.40847533632287,323,4305,940.128,1.0,0.09090909090909091,-1,10.1481,8.597759
177,12569,2,32,4124.69,5.434574468085106,92,1801,128.8965625,3.0,0.08571428571428572,-1,8.336945,7.57874
178,12571,40,2,519.61,1.3205882352941176,31,523,259.805,0.0,0.0,1,3.63612,8.827222
179,12572,9,2,1020.42,4.227833333333334,53,452,510.21,1.0,0.3333333333333333,1,11.875166,5.222278
180,12573,227,1,160.54000000000002,2.0964285714285715,26,84,160.54000000000002,0.0,0.0,1,-0.6267467,3.7371342
181,12574,316,1,218.45,5.2,11,61,218.45,0.0,0.0,1,0.65196145,2.249513
182,12576,36,5,1315.83,2.4045454545454543,72,967,263.166,1.0,0.16666666666666666,1,9.989016,5.636211
183,12577,35,3,657.8,1.7950340136054421,137,472,219.26666666666665,1.0,0.25,1,10.234815,5.0140295
184,12578,21,2,2794.51,3.157017543859649,111,1196,1397.255,2.0,0.5,-1,11.664935,7.2173057
185,12579,78,1,440.42,3.3386206896551722,29,285,440.42,2.0,0.6666666666666666,-1,13.072779,3.991053
186,12580,247,1,415.7,2.6075,24,238,415.7,0.0,0.0,1,0.76922315,3.7769763
187,12581,40,1,197.71,2.8926666666666665,15,161,197.71,0.0,0.0,1,-1.6838478,6.349999
188,12582,239,2,511.36,5.2318181818181815,21,300,255.68,0.0,0.0,-1,1.4347428,4.2458453
189,12583,3,15,7281.38,3.103603238866397,115,5060,485.42533333333336,3.0,0.16666666666666666,1,9.377912,8.596018
190,12584,4,9,2338.15,7.484375,44,416,259.7944444444445,9.0,0.5,-1,10.077901,6.5068593
191,12585,234,2,2040.1,3.4639080459770115,77,1279,1020.05,2.0,0.5,-1,12.65511,3.463574
192,12586,17,1,196.94000000000003,4.190909090909091,11,79,196.94000000000003,1.0,0.5,-1,13.166401,3.6272318
193,12587,8,1,144.0,11.56,4,51,144.0,0.0,0.0,-1,0.18514343,5.9008636
194,12588,39,1,214.89999999999998,9.58,10,53,214.89999999999998,0.0,0.0,-1,0.4376891,5.989691
195,12589,29,2,646.68,4.502857142857143,29,306,323.34,0.0,0.0,1,2.1389878,7.1970973
196,12590,211,2,9864.26,10.54735294117647,68,4283,4932.13,1.0,0.3333333333333333,-1,8.742295,5.899496
197,12591,317,1,452.84999999999997,3.7807692307692307,26,228,452.84999999999997,0.0,0.0,1,1.2935735,3.3035982
198,12592,92,2,437.6,3.311111111111111,11,290,218.8,0.0,0.0,1,1.4308015,7.960559
199,12593,109,3,418.09999999999997,2.6523809523809527,14,206,139.36666666666665,0.0,0.0,1,0.56412315,8.436171
200,12594,38,10,3338.2200000000003,3.023135593220339,50,1777,333.822,1.0,0.09090909090909091,1,8.859251,7.5823903
201,12596,51,2,618.27,4.405555555555556,25,474,309.135,0.0,0.0,1,2.2770221,7.230513
202,12597,19,4,3811.22,3.9420873786407764,184,2236,952.805,1.0,0.2,1,10.959944,7.396801
203,12598,10,8,3023.08,2.8425757575757578,84,1964,377.885,1.0,0.1111111111111111,1,9.208153,7.367196
204,12599,29,7,1032.58,2.9962903225806454,32,956,147.51142857142855,0.0,0.0,1,3.3707223,9.583881
205,12600,29,10,2599.04,5.47375,32,774,259.904,1.0,0.09090909090909091,-1,8.054996,6.8264637
206,12601,190,5,577.0600000000001,6.511071428571428,21,245,115.412,1.0,0.16666666666666666,-1,10.643505,3.6536064
207,12602,59,1,153.12,1.9708333333333332,12,162,153.12,0.0,0.0,1,-2.3539236,5.9713163
208,12603,22,1,739.1999999999999,14.475,2,63,739.1999999999999,0.0,0.0,-1,1.4643357,1.8597322
209,12604,79,2,254.18,2.59125,15,201,127.09,0.0,0.0,1,0.47596484,8.465632
210,12607,60,1,1579.51,2.1577227722772276,101,1228,1579.51,1.0,0.5,-1,13.307361,4.4031687
211,12609,78,3,1126.85,3.5178333333333334,57,648,375.6166666666666,0.0,0.0,1,3.5668304,7.436625
212,12610,23,5,2099.54,5.024716981132076,85,1049,419.908,2.0,0.2857142857142857,1,9.932594,6.513717
213,12611,52,1,1193.32,2.675076923076923,65,846,1193.32,0.0,0.0,1,3.476644,5.649655
214,12612,74,1,704.0400000000001,4.4389473684210525,19,262,704.0400000000001,1.0,0.5,-1,12.86866,3.9607975
215,12613,57,5,3344.38,2.8726143790849674,124,1644,668.876,1.0,0.16666666666666666,1,10.747431,7.1008253
216,12614,278,1,315.6,5.61,20,76,315.6,0.0,0.0,1,1.1407515,2.6493244
217,12615,2,4,2291.19,3.0896190476190477,82,1376,572.7975,0.0,0.0,1,5.100645,7.681092
218,12616,95,2,713.3,3.8203125,25,284,356.65,3.0,0.6,-1,12.841231,4.171317
219,12617,29,1,355.53,1.903095238095238,39,213,355.53,0.0,0.0,1,-2.286004,8.048009
220,12618,22,1,177.31,6.6381818181818195,11,96,177.31,0.0,0.0,1,0.41145372,6.11158
221,12619,16,9,3641.24,7.056555555555556,50,3378,404.5822222222222,4.0,0.3076923076923077,-1,8.832998,6.276714
222,12620,15,3,1339.41,2.1478260869565218,89,1181,446.47,0.0,0.0,1,4.86308,8.39105
223,12621,2,20,13689.67,2.8922912205567455,261,7440,684.4835,3.0,0.13043478260869565,1,9.655379,9.037158
224,12622,232,1,180.1,5.739090909090909,11,69,180.1,0.0,0.0,1,0.22881143,2.1676073
225,12623,276,1,305.1,2.628888888888889,18,191,305.1,0.0,0.0,1,0.5030395,3.67658
226,12624,106,2,641.13,3.8721052631578945,36,355,320.565,0.0,0.0,1,2.2716076,7.4368596
227,12625,212,2,2683.82,2.1713953488372093,73,1612,1341.91,1.0,0.3333333333333333,-1,11.23019,6.383872
228,12626,23,9,6620.48,2.8210544217687072,232,3453,735.6088888888888,4.0,0.3076923076923077,1,10.73459,8.090522
229,12627,11,7,4478.53,2.937913043478261,162,2752,639.79,0.0,0.0,1,6.052486,7.5976334
230,12628,4,3,786.46,3.591219512195122,34,448,262.15333333333336,1.0,0.25,1,10.602831,4.783487
231,12630,10,2,1270.88,4.48640625,60,548,635.44,0.0,0.0,1,2.9794888,6.9757752
232,12631,57,1,640.5,4.537096774193548,31,236,640.5,0.0,0.0,1,2.3010926,5.721177
233,12633,59,4,2163.98,3.211386138613862,73,1162,540.995,1.0,0.2,1,10.569007,6.6347733
234,12635,90,2,1689.18,2.522079207920792,96,1172,844.59,0.0,0.0,1,4.4707656,6.9016776
235,12637,67,8,6021.9,2.6583076923076923,205,3002,752.7375,2.0,0.2,1,10.792525,8.022259
236,12638,33,1,671.69,2.56,39,577,671.69,0.0,0.0,1,3.020033,5.4794226
237,12639,239,1,486.1,4.918181818181818,22,201,486.1,0.0,0.0,1,1.4932106,3.3153505
238,12640,24,3,1174.58,5.716981132075472,47,311,391.52666666666664,0.0,0.0,1,2.2884285,6.7763586
239,12641,115,1,185.9,6.964999999999999,10,72,185.9,0.0,0.0,-1,0.457913,6.0479436
240,12642,25,3,1013.26,3.5906382978723403,39,552,337.75333333333333,0.0,0.0,1,3.2086372,7.620755
241,12643,128,6,3344.64,5.187916666666666,11,1808,557.4399999999999,0.0,0.0,-1,2.7764251,6.7547865
242,12644,130,1,477.91,2.8045161290322578,31,325,477.91,0.0,0.0,1,2.5162132,5.250824
243,12645,34,4,1775.18,2.611095890410959,58,1084,443.795,1.0,0.2,1,10.466917,6.143956
244,12646,5,2,1346.97,2.387111111111111,43,897,673.485,0.0,0.0,1,4.2225447,7.6370487
245,12647,22,12,3722.82,5.498842975206611,78,1431,310.235,1.0,0.07692307692307693,-1,8.45068,6.994491
246,12648,155,1,318.05,3.1723809523809527,21,160,318.05,0.0,0.0,1,0.74607754,4.1623173
247,12649,107,3,623.51,2.6970967741935485,28,586,207.83666666666667,1.0,0.25,-1,10.489166,4.518666
248,12650,3,1,314.44,1.9344999999999999,20,254,314.44,0.0,0.0,1,-1.949634,7.287308
249,12651,335,1,114.0,2.244444444444445,9,78,114.0,0.0,0.0,1,-1.2280369,2.9714794
250,12652,331,1,919.98,2.8972916666666664,48,505,919.98,1.0,0.5,-1,12.748123,3.2072046
251,12653,149,2,2209.85,2.5909302325581396,37,919,1104.925,0.0,0.0,-1,3.7754202,6.140007
252,12654,11,5,601.98,4.420526315789473,31,264,120.396,0.0,0.0,1,1.2407744,7.2432113
253,12656,17,5,4051.17,4.4494444444444445,89,1723,810.234,3.0,0.375,-1,11.066233,7.188257
254,12657,11,4,1643.18,5.044893617021277,35,1044,410.795,1.0,0.2,1,9.48505,5.958686
