index,CustomerID,Recency,Frequency,Monetary,AvgUnitPrice,DistinctProducts,TotalItems,AvgBasketValue,ReturnFrequency,ReturnRate
52,12412,75,3,1226.88,2.7137704918032783,43,829,408.96000000000004,0.0,0.0
53,12413,67,3,758.1,4.798421052631579,29,286,252.70000000000002,2.0,0.4
54,12414,217,3,562.41,8.57,16,300,187.47,0.0,0.0
55,12415,24,21,124914.53,2.9370868347338934,444,77374,5948.310952380953,5.0,0.19230769230769232
56,12417,3,9,3649.1,5.337916666666666,158,1552,405.4555555555555,3.0,0.25
57,12418,113,1,668.58,3.5644117647058824,34,407,668.58,0.0,0.0
58,12420,64,1,600.39,4.707241379310345,29,345,600.39,0.0,0.0
59,12421,16,4,807.04,4.520222222222222,32,484,201.76,1.0,0.2
60,12422,96,3,803.5600000000001,3.26025641025641,39,370,267.85333333333335,0.0,0.0
61,12423,1,8,1859.31,2.9135999999999997,97,1339,232.41375,1.0,0.1111111111111111
62,12424,163,2,1760.96,2.780666666666667,30,740,880.48,0.0,0.0
63,12425,78,1,777.2,2.5644444444444443,36,496,777.2,0.0,0.0
64,12426,195,1,582.73,3.9363333333333332,30,258,582.73,0.0,0.0
65,12427,22,3,825.8,4.589032258064516,26,533,275.26666666666665,2.0,0.4
66,12428,26,9,7956.46,4.627414965986395,258,3536,884.0511111111111,3.0,0.25
67,12429,9,4,3750.4,3.6307216494845362,82,1557,937.6,0.0,0.0
68,12430,43,1,256.4,6.225454545454546,11,117,256.4,0.0,0.0
69,12431,36,15,6487.45,3.785063829787234,163,2906,432.49666666666667,3.0,0.16666666666666666
70,12432,43,5,5059.32,10.550833333333333,107,1801,1011.8639999999999,0.0,0.0
71,12433,1,7,13375.87,2.1927380952380955,219,11071,1910.8385714285716,0.0,0.0
72,12434,85,2,806.14,3.6726,46,394,403.07,2.0,0.5
73,12435,80,2,7829.89,5.479166666666667,31,2055,3914.945,0.0,0.0
74,12436,100,1,509.01,5.2675,16,211,509.01,0.0,0.0
75,12437,2,18,4951.41,4.0125628140703515,118,2922,275.0783333333333,1.0,0.05263157894736842
76,12438,14,2,2906.85,3.894897959183673,84,1180,1453.425,0.0,0.0
77,12441,367,1,173.55,3.700909090909091,11,121,173.55,0.0,0.0
78,12442,3,1,172.06,3.34,12,182,172.06,0.0,0.0
79,12444,21,5,5005.46,6.3586931818181816,138,1153,1001.092,0.0,0.0
80,12445,22,1,133.4,7.9875,4,62,133.4,0.0,0.0
81,12446,58,1,1002.3100000000001,4.352631578947368,57,351,1002.3100000000001,0.0,0.0
82,12447,243,1,476.49,3.5742307692307693,26,190,476.49,0.0,0.0
83,12448,44,1,449.45,5.951818181818182,22,243,449.45,0.0,0.0
84,12449,22,4,4067.29,3.694712041884817,118,1553,1016.8225,0.0,0.0
85,12450,156,2,197.88,1.6175,7,128,98.94,0.0,0.0
86,12451,11,5,9035.52,2.450084745762712,265,6575,1807.104,1.0,0.16666666666666666
87,12452,17,2,430.57,4.485,21,185,215.285,1.0,0.3333333333333333
88,12453,134,1,707.09,2.393255813953488,43,473,707.09,0.0,0.0
89,12454,56,1,3528.34,7.282,15,1006,3528.34,1.0,0.5
90,12455,73,6,2466.86,3.173333333333334,85,2089,411.1433333333334,0.0,0.0
91,12456,44,3,3181.04,3.62456,105,1633,1060.3466666666666,1.0,0.25
92,12457,66,7,2363.23,5.357096774193548,53,843,337.6042857142857,5.0,0.4166666666666667
93,12458,71,2,947.4,4.326315789473685,35,506,473.7,0.0,0.0
94,12461,94,2,826.88,4.258857142857143,35,287,413.44,0.0,0.0
95,12462,19,2,1189.59,4.689516129032258,51,536,594.795,2.0,0.5
96,12463,53,4,1344.78,3.0434939759036146,65,776,336.195,3.0,0.42857142857142855
97,12464,10,8,1212.05,11.832758620689654,6,112,151.50625,0.0,0.0
98,12465,17,2,742.1899999999999,2.76,46,479,371.09499999999997,1.0,0.3333333333333333
99,12468,188,2,729.5400000000001,3.5149999999999997,36,366,364.77000000000004,1.0,0.3333333333333333
100,12471,2,30,19824.05,4.300369565217392,150,8212,660.8016666666666,19.0,0.3877551020408163
101,12472,32,7,6572.11,2.397669616519174,219,4148,938.8728571428571,6.0,0.46153846153846156
102,12473,29,5,3938.5499999999997,8.323928571428572,140,2439,787.7099999999999,4.0,0.4444444444444444
103,12474,17,18,7375.79,2.8656603773584903,253,4847,409.7661111111111,12.0,0.4
104,12475,54,1,723.38,2.941111111111111,36,535,723.38,0.0,0.0
105,12476,16,11,6816.42,4.831030042918456,177,2408,619.6745454545454,9.0,0.45
106,12477,23,6,13219.74,4.3832,191,3653,2203.29,3.0,0.3333333333333333
107,12478,4,1,680.99,4.537777777777778,36,236,680.99,0.0,0.0
108,12479,11,1,527.2,2.6687096774193546,31,385,527.2,2.0,0.6666666666666666
109,12480,28,4,3281.63,3.1344155844155845,129,1707,820.4075,0.0,0.0
110,12481,23,10,5596.32,3.4149769585253456,150,3304,559.632,1.0,0.09090909090909091
111,12483,17,8,2484.98,5.198133333333334,46,1110,310.6225,5.0,0.38461538461538464
112,12484,33,6,4541.72,3.126098265895954,256,2191,756.9533333333334,2.0,0.25
113,12488,10,3,1298.66,3.7347272727272727,46,529,432.8866666666667,0.0,0.0
114,12489,336,1,334.93,5.908,15,105,334.93,0.0,0.0
115,12490,5,10,5417.93,2.692857142857143,131,3064,541.793,0.0,0.0
116,12491,39,1,460.40000000000003,3.376923076923077,25,260,460.40000000000003,0.0,0.0
117,12492,63,2,263.21000000000004,3.3475,19,192,131.60500000000002,0.0,0.0
118,12493,166,2,433.74,4.309090909090909,20,207,216.87,1.0,0.3333333333333333
119,12494,16,7,1246.1000000000001,3.862207792207792,63,707,178.01428571428573,6.0,0.46153846153846156
120,12497,82,1,1043.1,2.06,14,1236,1043.1,0.0,0.0
121,12498,21,3,403.70000000000005,4.197826086956522,21,159,134.5666666666667,0.0,0.0
122,12500,23,11,4257.82,5.63688524590164,34,2678,387.07454545454544,2.0,0.15384615384615385
123,12501,337,1,2169.39,2.4126845637583894,149,1783,2169.39,1.0,0.5
124,12502,96,5,3723.87,6.425238095238095,102,820,744.774,0.0,0.0
125,12504,18,2,482.04999999999995,9.011111111111111,6,90,241.02499999999998,2.0,0.5
126,12506,233,1,73.5,3.1956521739130435,23,23,73.5,0.0,0.0
127,12507,134,3,1304.81,4.862857142857143,19,894,434.93666666666667,1.0,0.25
128,12508,26,2,398.27,1.7204347826086959,57,272,199.135,0.0,0.0
129,12509,284,1,176.5,5.564285714285715,7,55,176.5,0.0,0.0
130,12510,143,2,982.5699999999999,4.263333333333334,29,353,491.28499999999997,0.0,0.0
131,12512,66,2,138.03,2.5794117647058825,31,99,69.015,0.0,0.0
132,12513,113,1,612.29,2.180571428571428,35,462,612.29,1.0,0.5
133,12514,267,1,1017.68,3.296862745098039,51,440,1017.68,0.0,0.0
134,12515,353,1,383.7,6.78125,16,131,383.7,0.0,0.0
135,12516,78,2,1312.06,2.725769230769231,20,875,656.03,0.0,0.0
136,12517,28,5,2502.84,2.3527464788732395,232,1371,500.56800000000004,1.0,0.16666666666666666
137,12518,1,5,2056.89,2.837177419354839,84,1318,411.378,0.0,0.0
138,12519,64,1,340.84,2.9911111111111115,17,183,340.84,0.0,0.0
139,12520,79,5,2634.26,3.288421052631579,121,1439,526.8520000000001,1.0,0.16666666666666666
140,12521,143,1,599.68,2.995789473684211,38,309,599.68,0.0,0.0
141,12522,39,2,192.72,5.0008333333333335,11,194,96.36,0.0,0.0
142,12523,19,11,1789.77,4.935471698113207,84,865,162.70636363636365,2.0,0.15384615384615385
143,12524,9,8,4485.72,2.9170833333333333,113,3699,560.715,0.0,0.0
144,12526,1,3,1316.66,3.3538028169014087,64,632,438.8866666666667,0.0,0.0
145,12527,82,3,348.71000000000004,2.9294444444444445,18,234,116.23666666666668,0.0,0.0
146,12528,9,6,1933.48,5.487934782608695,50,756,322.24666666666667,2.0,0.25
147,12530,60,4,1662.28,3.8854545454545453,51,913,415.57,1.0,0.2
148,12531,15,1,125.22,3.8094117647058825,17,45,125.22,0.0,0.0
149,12532,30,1,349.83000000000004,3.698125,16,153,349.83000000000004,0.0,0.0
150,12534,131,1,1089.18,3.035396825396825,63,651,1089.18,0.0,0.0
151,12535,92,2,716.35,4.451470588235294,28,219,358.175,0.0,0.0
152,12536,43,3,12601.830000000002,34.75452107279693,260,2803,4200.610000000001,2.0,0.4
153,12538,29,1,363.95,3.6433333333333335,21,191,363.95,0.0,0.0
154,12539,22,4,5568.35,4.176520146520147,157,2067,1392.0875,1.0,0.2
155,12540,20,17,13400.24,3.847050209205021,277,6685,788.2494117647059,2.0,0.10526315789473684
156,12541,30,3,981.18,3.615769230769231,46,680,327.06,0.0,0.0
157,12544,36,1,372.7,4.106315789473685,19,136,372.7,1.0,0.5
158,12545,75,2,1000.39,4.0238,42,523,500.195,0.0,0.0
159,12546,47,2,1161.5,3.199275362318841,59,633,580.75,1.0,0.3333333333333333
160,12547,198,2,207.79999999999998,7.95,7,134,103.89999999999999,0.0,0.0
161,12548,166,1,95.19999999999999,6.720000000000001,5,49,95.19999999999999,0.0,0.0
162,12550,79,1,964.83,3.0903508771929826,57,569,964.83,0.0,0.0
163,12551,358,1,168.0,1.6800000000000002,10,100,168.0,0.0,0.0
164,12552,39,2,437.82,9.1155,20,88,218.91,0.0,0.0
165,12553,8,10,3692.28,3.1996335078534033,95,1965,369.228,4.0,0.2857142857142857
166,12556,50,2,603.71,2.6623140495867768,100,358,301.855,0.0,0.0
167,12557,16,5,11990.960000000001,2.1766666666666667,15,4384,2398.192,0.0,0.0
168,12558,8,1,269.96,1.25,11,196,269.96,1.0,0.5
169,12559,311,2,561.71,3.5490476190476192,21,283,280.855,1.0,0.3333333333333333
170,12560,5,3,2134.01,2.8562857142857143,91,1110,711.3366666666667,1.0,0.25
171,12561,303,1,238.85,2.964375,16,177,238.85,0.0,0.0
172,12562,8,7,3781.7400000000002,3.188214285714286,99,1779,540.2485714285715,0.0,0.0
173,12564,261,1,456.9,5.576190476190476,21,133,456.9,0.0,0.0
174,12565,289,1,145.92,2.351111111111111,9,80,145.92,1.0,0.5
175,12566,86,1,351.65,3.903684210526316,19,265,351.65,1.0,0.5
176,12567,23,10,9401.28,3.40847533632287,323,4305,940.128,1.0,0.09090909090909091
177,12569,2,32,4124.69,5.434574468085106,92,1801,128.8965625,3.0,0.08571428571428572
178,12571,40,2,519.61,1.3205882352941176,31,523,259.805,0.0,0.0
179,12572,9,2,1020.42,4.227833333333334,53,452,510.21,1.0,0.3333333333333333
180,12573,227,1,160.54000000000002,2.0964285714285715,26,84,160.54000000000002,0.0,0.0
181,12574,316,1,218.45,5.2,11,61,218.45,0.0,0.0
182,12576,36,5,1315.83,2.4045454545454543,72,967,263.166,1.0,0.16666666666666666
183,12577,35,3,657.8,1.7950340136054421,137,472,219.26666666666665,1.0,0.25
184,12578,21,2,2794.51,3.157017543859649,111,1196,1397.255,2.0,0.5
185,12579,78,1,440.42,3.3386206896551722,29,285,440.42,2.0,0.6666666666666666
186,12580,247,1,415.7,2.6075,24,238,415.7,0.0,0.0
187,12581,40,1,197.71,2.8926666666666665,15,161,197.71,0.0,0.0
188,12582,239,2,511.36,5.2318181818181815,21,300,255.68,0.0,0.0
189,12583,3,15,7281.38,3.103603238866397,115,5060,485.42533333333336,3.0,0.16666666666666666
190,12584,4,9,2338.15,7.484375,44,416,259.7944444444445,9.0,0.5
191,12585,234,2,2040.1,3.4639080459770115,77,1279,1020.05,2.0,0.5
192,12586,17,1,196.94000000000003,4.190909090909091,11,79,196.94000000000003,1.0,0.5
193,12587,8,1,144.0,11.56,4,51,144.0,0.0,0.0
194,12588,39,1,214.89999999999998,9.58,10,53,214.89999999999998,0.0,0.0
195,12589,29,2,646.68,4.502857142857143,29,306,323.34,0.0,0.0
196,12590,211,2,9864.26,10.54735294117647,68,4283,4932.13,1.0,0.3333333333333333
197,12591,317,1,452.84999999999997,3.7807692307692307,26,228,452.84999999999997,0.0,0.0
198,12592,92,2,437.6,3.311111111111111,11,290,218.8,0.0,0.0
199,12593,109,3,418.09999999999997,2.6523809523809527,14,206,139.36666666666665,0.0,0.0
200,12594,38,10,3338.2200000000003,3.023135593220339,50,1777,333.822,1.0,0.09090909090909091
201,12596,51,2,618.27,4.405555555555556,25,474,309.135,0.0,0.0
202,12597,19,4,3811.22,3.9420873786407764,184,2236,952.805,1.0,0.2
203,12598,10,8,3023.08,2.8425757575757578,84,1964,377.885,1.0,0.1111111111111111
204,12599,29,7,1032.58,2.9962903225806454,32,956,147.51142857142855,0.0,0.0
205,12600,29,10,2599.04,5.47375,32,774,259.904,1.0,0.09090909090909091
206,12601,190,5,577.0600000000001,6.511071428571428,21,245,115.412,1.0,0.16666666666666666
207,12602,59,1,153.12,1.9708333333333332,12,162,153.12,0.0,0.0
208,12603,22,1,739.1999999999999,14.475,2,63,739.1999999999999,0.0,0.0
209,12604,79,2,254.18,2.59125,15,201,127.09,0.0,0.0
210,12607,60,1,1579.51,2.1577227722772276,101,1228,1579.51,1.0,0.5
211,12609,78,3,1126.85,3.5178333333333334,57,648,375.6166666666666,0.0,0.0
212,12610,23,5,2099.54,5.024716981132076,85,1049,419.908,2.0,0.2857142857142857
213,12611,52,1,1193.32,2.675076923076923,65,846,1193.32,0.0,0.0
214,12612,74,1,704.0400000000001,4.4389473684210525,19,262,704.0400000000001,1.0,0.5
215,12613,57,5,3344.38,2.8726143790849674,124,1644,668.876,1.0,0.16666666666666666
216,12614,278,1,315.6,5.61,20,76,315.6,0.0,0.0
217,12615,2,4,2291.19,3.0896190476190477,82,1376,572.7975,0.0,0.0
218,12616,95,2,713.3,3.8203125,25,284,356.65,3.0,0.6
219,12617,29,1,355.53,1.903095238095238,39,213,355.53,0.0,0.0
220,12618,22,1,177.31,6.6381818181818195,11,96,177.31,0.0,0.0
221,12619,16,9,3641.24,7.056555555555556,50,3378,404.5822222222222,4.0,0.3076923076923077
222,12620,15,3,1339.41,2.1478260869565218,89,1181,446.47,0.0,0.0
223,12621,2,20,13689.67,2.8922912205567455,261,7440,684.4835,3.0,0.13043478260869565
224,12622,232,1,180.1,5.739090909090909,11,69,180.1,0.0,0.0
225,12623,276,1,305.1,2.628888888888889,18,191,305.1,0.0,0.0
226,12624,106,2,641.13,3.8721052631578945,36,355,320.565,0.0,0.0
227,12625,212,2,2683.82,2.1713953488372093,73,1612,1341.91,1.0,0.3333333333333333
228,12626,23,9,6620.48,2.8210544217687072,232,3453,735.6088888888888,4.0,0.3076923076923077
229,12627,11,7,4478.53,2.937913043478261,162,2752,639.79,0.0,0.0
230,12628,4,3,786.46,3.591219512195122,34,448,262.15333333333336,1.0,0.25
231,12630,10,2,1270.88,4.48640625,60,548,635.44,0.0,0.0
232,12631,57,1,640.5,4.537096774193548,31,236,640.5,0.0,0.0
233,12633,59,4,2163.98,3.211386138613862,73,1162,540.995,1.0,0.2
234,12635,90,2,1689.18,2.522079207920792,96,1172,844.59,0.0,0.0
235,12637,67,8,6021.9,2.6583076923076923,205,3002,752.7375,2.0,0.2
236,12638,33,1,671.69,2.56,39,577,671.69,0.0,0.0
237,12639,239,1,486.1,4.918181818181818,22,201,486.1,0.0,0.0
238,12640,24,3,1174.58,5.716981132075472,47,311,391.52666666666664,0.0,0.0
239,12641,115,1,185.9,6.964999999999999,10,72,185.9,0.0,0.0
240,12642,25,3,1013.26,3.5906382978723403,39,552,337.75333333333333,0.0,0.0
241,12643,128,6,3344.64,5.187916666666666,11,1808,557.4399999999999,0.0,0.0
242,12644,130,1,477.91,2.8045161290322578,31,325,477.91,0.0,0.0
243,12645,34,4,1775.18,2.611095890410959,58,1084,443.795,1.0,0.2
244,12646,5,2,1346.97,2.387111111111111,43,897,673.485,0.0,0.0
245,12647,22,12,3722.82,5.498842975206611,78,1431,310.235,1.0,0.07692307692307693
246,12648,155,1,318.05,3.1723809523809527,21,160,318.05,0.0,0.0
247,12649,107,3,623.51,2.6970967741935485,28,586,207.83666666666667,1.0,0.25
248,12650,3,1,314.44,1.9344999999999999,20,254,314.44,0.0,0.0
249,12651,335,1,114.0,2.244444444444445,9,78,114.0,0.0,0.0
250,12652,331,1,919.98,2.8972916666666664,48,505,919.98,1.0,0.5
251,12653,149,2,2209.85,2.5909302325581396,37,919,1104.925,0.0,0.0
252,12654,11,5,601.98,4.420526315789473,31,264,120.396,0.0,0.0
253,12656,17,5,4051.17,4.4494444444444445,89,1723,810.234,3.0,0.375
254,12657,11,4,1643.18,5.044893617021277,35,1044,410.795,1.0,0.2
255,12658,19,1,686.05,4.114444444444445,36,320,686.05,0.0,0.0
256,12659,30,1,91.68,5.308,5,105,91.68,0.0,0.0
257,12660,11,1,245.1,3.8653846153846154,13,127,245.1,0.0,0.0
258,12662,1,11,3849.78,3.2064782608695652,129,2058,349.98,1.0,0.08333333333333333
259,12664,8,9,4881.88,11.084864864864864,10,1203,542.4311111111111,1.0,0.1
260,12665,325,1,63.0,6.833333333333333,3,37,63.0,1.0,0.5
261,12667,58,1,620.13,3.624242424242424,33,395,620.13,0.0,0.0
262,12668,12,4,3807.15,3.458509316770187,115,1634,951.7875,2.0,0.3333333333333333
263,12669,151,3,2744.0299999999997,13.741386138613862,98,1115,914.6766666666666,1.0,0.25
264,12670,10,5,2996.05,3.235869565217391,58,1397,599.21,1.0,0.16666666666666666
265,12672,330,1,225.89999999999998,3.79,10,78,225.89999999999998,0.0,0.0
266,12673,5,2,610.52,2.9283333333333337,42,351,305.26,0.0,0.0
267,12674,39,4,1970.6,3.230602409638554,52,1133,492.65,3.0,0.42857142857142855
268,12676,25,6,1331.39,7.0282222222222215,33,670,221.89833333333334,0.0,0.0
269,12678,42,12,17628.46,6.554666666666667,105,10923,1469.0383333333332,1.0,0.07692307692307693
270,12679,59,4,1113.02,4.004166666666666,43,554,278.255,5.0,0.5555555555555556
271,12680,1,4,862.81,3.637884615384615,33,443,215.7025,0.0,0.0
272,12681,15,22,13787.54,3.1529153605015674,267,7536,626.7063636363637,5.0,0.18518518518518517
273,12682,4,31,12288.22,3.7501523809523807,209,5575,396.3941935483871,0.0,0.0
274,12683,4,15,8476.57,2.719156976744186,177,4987,565.1046666666666,5.0,0.25
275,12684,8,7,2283.63,2.5359999999999996,61,1985,326.23285714285714,0.0,0.0
276,12685,28,6,2863.08,3.0710191082802547,117,1523,477.18,0.0,0.0
277,12686,372,1,89.14,3.2585714285714285,7,107,89.14,0.0,0.0
278,12688,114,1,4873.8099999999995,4.124736842105263,171,3028,4873.8099999999995,0.0,0.0
279,12689,26,2,1247.61,2.8519444444444444,57,628,623.805,0.0,0.0
280,12690,206,1,389.01,5.5268749999999995,16,106,389.01,0.0,0.0
281,12691,28,6,1035.8,5.0359375,21,394,172.63333333333333,0.0,0.0
282,12693,127,4,855.91,5.44025641025641,35,255,213.9775,2.0,0.3333333333333333
283,12694,70,2,869.67,3.901621621621622,32,509,434.835,0.0,0.0
284,12695,7,4,582.1,4.785555555555556,23,220,145.525,0.0,0.0
285,12697,29,3,957.59,5.027560975609756,37,508,319.19666666666666,2.0,0.4
286,12700,8,4,4939.99,2.6198880597014926,193,2967,1234.9975,2.0,0.3333333333333333
287,12701,80,2,797.71,3.0907547169811322,50,678,398.855,0.0,0.0
288,12702,20,1,219.0,5.441666666666666,12,53,219.0,0.0,0.0
289,12703,71,1,283.55,2.638095238095238,21,164,283.55,1.0,0.5
290,12704,7,8,2340.84,6.428409090909091,64,1006,292.605,2.0,0.2
291,12705,15,9,6868.29,2.8610179640718565,228,3997,763.1433333333333,5.0,0.35714285714285715
292,12707,292,1,603.42,3.236666666666667,33,256,603.42,0.0,0.0
293,12708,30,10,2712.91,4.316433121019108,86,1307,271.291,6.0,0.375
294,12709,15,15,9736.52,3.3240865384615383,93,3936,649.1013333333334,11.0,0.4230769230769231
295,12710,97,3,1149.02,2.718441558441558,75,851,383.00666666666666,1.0,0.25
296,12712,29,13,4396.13,6.379924812030075,58,1062,338.1638461538462,4.0,0.23529411764705882
297,12713,1,1,848.55,2.503421052631579,38,508,848.55,0.0,0.0
298,12714,9,5,4708.86,2.391891891891892,216,3069,941.7719999999999,0.0,0.0
299,12715,106,1,353.86,3.401904761904762,20,197,353.86,0.0,0.0
300,12716,4,2,1053.49,2.665797101449275,60,708,526.745,0.0,0.0
301,12717,151,2,1030.98,4.670000000000001,49,506,515.49,1.0,0.3333333333333333
302,12718,71,1,238.25,2.7221052631578946,19,203,238.25,0.0,0.0
303,12719,5,2,644.95,3.644871794871795,34,374,322.475,1.0,0.3333333333333333
304,12720,3,25,5781.73,2.701581920903955,211,4672,231.26919999999998,4.0,0.13793103448275862
305,12721,32,6,2656.13,3.069751552795031,133,1959,442.68833333333333,1.0,0.14285714285714285
306,12722,85,4,997.63,3.6201886792452833,50,566,249.4075,2.0,0.3333333333333333
307,12723,4,5,725.07,3.2023188405797103,53,434,145.014,0.0,0.0
308,12724,5,4,1031.41,3.721132075471698,47,445,257.8525,0.0,0.0
309,12725,371,1,427.8,4.104166666666667,24,164,427.8,0.0,0.0
310,12726,28,7,2609.1,2.106693548387097,57,3143,372.7285714285714,0.0,0.0
311,12727,11,7,3980.7,3.2171223021582733,109,2098,568.6714285714286,2.0,0.2222222222222222
312,12728,71,4,836.33,4.669347826086956,38,419,209.0825,0.0,0.0
313,12729,114,1,453.01,3.701538461538462,26,233,453.01,0.0,0.0
314,12731,24,12,18895.91,3.346167883211679,109,8437,1574.6591666666666,2.0,0.14285714285714285
315,12732,180,1,236.26000000000002,3.5225000000000004,12,111,236.26000000000002,0.0,0.0
316,12733,234,1,383.95,3.372727272727273,22,137,383.95,0.0,0.0
317,12734,353,1,110.39999999999999,1.185,4,88,110.39999999999999,0.0,0.0
318,12735,315,2,779.5699999999999,5.416279069767441,38,368,389.78499999999997,0.0,0.0
319,12736,333,1,234.0,5.58,4,173,234.0,0.0,0.0
320,12738,372,1,155.35,3.95,11,148,155.35,0.0,0.0
321,12739,78,2,1013.04,4.008421052631578,38,486,506.52,0.0,0.0
322,12740,64,1,427.6,2.074074074074074,27,342,427.6,0.0,0.0
323,12743,134,2,546.43,3.038582089552239,114,319,273.215,0.0,0.0
324,12744,52,7,21279.29,58.33328828828829,178,5241,3039.8985714285714,3.0,0.3
325,12747,2,11,4196.01,4.3678640776699025,42,1275,381.4554545454546,0.0,0.0
326,12748,1,209,33719.73,2.656278563656148,1768,25747,161.3384210526316,14.0,0.06278026905829596
327,12749,4,5,4090.88,4.999949748743719,160,1471,818.176,3.0,0.375
328,12750,129,1,275.88,4.62,15,137,275.88,0.0,0.0
329,12752,81,1,4366.78,2.2941509433962266,53,2262,4366.78,0.0,0.0
330,12753,23,6,21429.39,2.3373604060913706,132,11421,3571.565,5.0,0.45454545454545453
331,12754,236,3,3010.74,1.125079365079365,49,6481,1003.5799999999999,2.0,0.4
332,12755,281,2,3811.95,5.0249999999999995,4,1491,1905.975,2.0,0.5
333,12756,87,1,112.07999999999998,0.7424999999999999,4,144,112.07999999999998,0.0,0.0
334,12757,16,13,7857.1,11.912641509433962,237,2402,604.3923076923077,6.0,0.3157894736842105
335,12758,117,2,2791.59,1.700618556701031,84,2135,1395.795,0.0,0.0
336,12759,52,3,1531.44,3.2154736842105267,81,902,510.48,0.0,0.0
337,12762,8,2,1898.52,2.736086956521739,62,1227,949.26,0.0,0.0
338,12763,138,2,494.08,1.7716666666666667,16,316,247.04,0.0,0.0
